instruction,output
Route default TCP traffic via interface 1.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 80, ""table_id"": 0, ""flow-name"": ""default_nonvideo"", ""hard-timeout"": 0, ""idle-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ip-match"": {""ip-protocol"": 6}}, ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""output-action"": {""output-node-connector"": ""1""}}]}}]}}]}"
Route all packets received on port 1 to interface 2.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 2, ""table_id"": 0, ""flow-name"": ""flow1"", ""hard-timeout"": 0, ""idle-timeout"": 0, ""match"": {""in-port"": ""1""}, ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""output-action"": {""output-node-connector"": ""2""}}]}}]}}]}"
Prioritize blocking packets from 10.0.0.1 to 10.0.0.4 to enforce firewall rules effectively.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 200, ""table_id"": 0, ""hard-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ipv4-destination"": ""10.0.0.4/32"", ""ipv4-source"": ""10.0.0.1/32""}, ""flow-name"": ""firewall_block_h1_to_h4"", ""instructions"": { ""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""drop-action"": {}}]}}]}, ""idle-timeout"": 0}]}"
Route default traffic via interface 1.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 80, ""table_id"": 0, ""hard-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}}, ""flow-name"": ""default_traffic"", ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""output-action"": {""output-node-connector"": ""1""}}]}}]}, ""idle-timeout"": 0}]}"
Route HTTP (TCP port 80) traffic targeting 10.0.0.3/32 through port 2 with traffic assigned to queue 0.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 200, ""table_id"": 0, ""flow-name"": ""tcp_port80_queue0_to_h3"", ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""set-queue-action"": {""queue-id"": 0}}, {""order"": 1, ""output-action"": { ""output-node-connector"": ""2""}}]}}]}, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ip-match"": {""ip-protocol"": 6}, ""ipv4-destination"": ""10.0.0.3/32"", ""tcp-destination-port"": 80}}]}"
Route UDP traffic (port 80) targeting 10.0.0.3/32 through port 2 with traffic assigned to queue 1.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 198, ""table_id"": 0, ""flow-name"": ""udp_port80_queue1_to_h3"", ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""set-queue-action"": {""queue-id"": 1}}, {""order"": 1, ""output-action"": { ""output-node-connector"": ""2""}}]}}]}, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ip-match"": {""ip-protocol"": 17}, ""ipv4-destination"": ""10.0.0.3/32"", ""udp-destination-port"": 80}}]}"
Direct traffic with IPv4 destination 10.0.0.1/32 through interface 3.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 102, ""table_id"": 0, ""flow-name"": ""h1_ping"", ""hard-timeout"": 0, ""idle-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ipv4-destination"": ""10.0.0.1/32""}, ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""output-action"": {""output-node-connector"": ""3""}}]}}]}}]}"
Ensure TCP packets on port 80 addressed to 10.0.0.3 are sent through port 2.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 110, ""table_id"": 0, ""flow-name"": ""high_bandwidth_path_to_h3"", ""hard-timeout"": 0, ""idle-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ipv4-destination"": ""10.0.0.3/32"", ""ip-match"": {""ip-protocol"": 6}, ""tcp-destination-port"": 80}, ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""output-action"": {""output-node-connector"": ""2""}}]}}]}}]}"
Send non-specific TCP traffic through port 1.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 80, ""table_id"": 0, ""flow-name"": ""default_nonvideo"", ""hard-timeout"": 0, ""idle-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ip-match"": {""ip-protocol"": 6}}, ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""output-action"": {""output-node-connector"": ""1""}}]}}]}}]}"
Direct incoming traffic from port 1 out via port 2.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 2, ""table_id"": 0, ""flow-name"": ""flow1"", ""hard-timeout"": 0, ""idle-timeout"": 0, ""match"": {""in-port"": ""1""}, ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""output-action"": {""output-node-connector"": ""2""}}]}}]}}]}"
Block all IPv4 traffic from 10.0.0.1 to 10.0.0.4.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 200, ""table_id"": 0, ""hard-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ipv4-destination"": ""10.0.0.4/32"", ""ipv4-source"": ""10.0.0.1/32""}, ""flow-name"": ""firewall_block_h1_to_h4"", ""instructions"": { ""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""drop-action"": {}}]}}]}, ""idle-timeout"": 0}]}"
Send non-specific traffic through port 1.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 80, ""table_id"": 0, ""hard-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}}, ""flow-name"": ""default_traffic"", ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""output-action"": {""output-node-connector"": ""1""}}]}}]}, ""idle-timeout"": 0}]}"
Ensure TCP packets on destination port 80 addressed to 10.0.0.3 are forwarded via port 2 using queue 0.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 200, ""table_id"": 0, ""flow-name"": ""tcp_port80_queue0_to_h3"", ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""set-queue-action"": {""queue-id"": 0}}, {""order"": 1, ""output-action"": { ""output-node-connector"": ""2""}}]}}]}, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ip-match"": {""ip-protocol"": 6}, ""ipv4-destination"": ""10.0.0.3/32"", ""tcp-destination-port"": 80}}]}"
Ensure UDP packets on destination port 80 addressed to 10.0.0.3 are forwarded via port 2 using queue 1.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 198, ""table_id"": 0, ""flow-name"": ""udp_port80_queue1_to_h3"", ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""set-queue-action"": {""queue-id"": 1}}, {""order"": 1, ""output-action"": { ""output-node-connector"": ""2""}}]}}]}, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ip-match"": {""ip-protocol"": 17}, ""ipv4-destination"": ""10.0.0.3/32"", ""udp-destination-port"": 80}}]}"
Ensure packets matching Ethernet type 0x0800 (IPv4) and destination 10.0.0.1 are sent via port 3.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 102, ""table_id"": 0, ""flow-name"": ""h1_ping"", ""hard-timeout"": 0, ""idle-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ipv4-destination"": ""10.0.0.1/32""}, ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""output-action"": {""output-node-connector"": ""3""}}]}}]}}]}"
Direct TCP traffic (port 80) targeting 10.0.0.3 out via port 2.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 110, ""table_id"": 0, ""flow-name"": ""high_bandwidth_path_to_h3"", ""hard-timeout"": 0, ""idle-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ipv4-destination"": ""10.0.0.3/32"", ""ip-match"": {""ip-protocol"": 6}, ""tcp-destination-port"": 80}, ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""output-action"": {""output-node-connector"": ""2""}}]}}]}}]}"
Direct unspecified TCP traffic to connector 1.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 80, ""table_id"": 0, ""flow-name"": ""default_nonvideo"", ""hard-timeout"": 0, ""idle-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ip-match"": {""ip-protocol"": 6}}, ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""output-action"": {""output-node-connector"": ""1""}}]}}]}}]}"
Deny packets originating from 10.0.0.1 destined for 10.0.0.4.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 200, ""table_id"": 0, ""hard-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ipv4-destination"": ""10.0.0.4/32"", ""ipv4-source"": ""10.0.0.1/32""}, ""flow-name"": ""firewall_block_h1_to_h4"", ""instructions"": { ""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""drop-action"": {}}]}}]}, ""idle-timeout"": 0}]}"
Direct unspecified traffic to connector 1.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 80, ""table_id"": 0, ""hard-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}}, ""flow-name"": ""default_traffic"", ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""output-action"": {""output-node-connector"": ""1""}}]}}]}, ""idle-timeout"": 0}]}"
"Direct TCP traffic on port 80 intended for 10.0.0.3 out through port 2, assigning it to queue 0.","{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 200, ""table_id"": 0, ""flow-name"": ""tcp_port80_queue0_to_h3"", ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""set-queue-action"": {""queue-id"": 0}}, {""order"": 1, ""output-action"": { ""output-node-connector"": ""2""}}]}}]}, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ip-match"": {""ip-protocol"": 6}, ""ipv4-destination"": ""10.0.0.3/32"", ""tcp-destination-port"": 80}}]}"
"Direct UDP traffic on port 80 intended for 10.0.0.3 out through port 2, assigning it to queue 1.","{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 198, ""table_id"": 0, ""flow-name"": ""udp_port80_queue1_to_h3"", ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""set-queue-action"": {""queue-id"": 1}}, {""order"": 1, ""output-action"": { ""output-node-connector"": ""2""}}]}}]}, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ip-match"": {""ip-protocol"": 17}, ""ipv4-destination"": ""10.0.0.3/32"", ""udp-destination-port"": 80}}]}"
Implement a static routing rule to forward IPv4 traffic addressed to 10.0.0.1 to port 3.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 102, ""table_id"": 0, ""flow-name"": ""h1_ping"", ""hard-timeout"": 0, ""idle-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ipv4-destination"": ""10.0.0.1/32""}, ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""output-action"": {""output-node-connector"": ""3""}}]}}]}}]}"
Drop all packets with a source IP of 10.0.0.1 and destination IP of 10.0.0.4.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 200, ""table_id"": 0, ""hard-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ipv4-destination"": ""10.0.0.4/32"", ""ipv4-source"": ""10.0.0.1/32""}, ""flow-name"": ""firewall_block_h1_to_h4"", ""instructions"": { ""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""drop-action"": {}}]}}]}, ""idle-timeout"": 0}]}"
Block communication between 10.0.0.1 and 10.0.0.4.,"{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 200, ""table_id"": 0, ""hard-timeout"": 0, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ipv4-destination"": ""10.0.0.4/32"", ""ipv4-source"": ""10.0.0.1/32""}, ""flow-name"": ""firewall_block_h1_to_h4"", ""instructions"": { ""instruction"": [{""order"": 0, ""apply-actions"": {""action"": [{""order"": 0, ""drop-action"": {}}]}}]}, ""idle-timeout"": 0}]}"
"Route TCP traffic entering switch 1 on port 1 and targeted at port 80 through interface 2, placing it in queue 0 for priority handling.","{""flow-node-inventory:flow"": [{""id"": ""1"", ""priority"": 300, ""table_id"": 0, ""flow-name"": ""port1_to_port2_tcp_port80_queue0"", ""instructions"": {""instruction"": [{""order"": 0, ""apply-actions"": { ""action"": [{""order"": 0, ""set-queue-action"": { ""queue-id"": 0}}, {""order"": 1, ""output-action"": { ""output-node-connector"": ""2""}}]}}]}, ""match"": {""ethernet-match"": {""ethernet-type"": {""type"": 2048}}, ""ip-match"": {""ip-protocol"": 6}, ""tcp-destination-port"": 80, ""in-port"": ""1""}}]}"
